"","Date","Value","State","Type"
"2573",2012-09-30,315450,"CA","MSP"
"2574",2012-08-31,316400,"CA","MSP"
"2575",2012-07-31,317000,"CA","MSP"
"2576",2012-06-30,314250,"CA","MSP"
"2577",2012-05-31,310850,"CA","MSP"
"2578",2012-04-30,301950,"CA","MSP"
"2579",2012-03-31,288000.3,"CA","MSP"
"2580",2012-02-29,277400,"CA","MSP"
"2581",2012-01-31,278950,"CA","MSP"
"2582",2011-12-31,281400,"CA","MSP"
"2583",2011-11-30,282251,"CA","MSP"
"2584",2011-10-31,288100,"CA","MSP"
"2585",2011-09-30,298500,"CA","MSP"
"2586",2011-08-31,304150,"CA","MSP"
"2587",2011-07-31,308450,"CA","MSP"
"2588",2011-06-30,306451.05,"CA","MSP"
"2589",2011-05-31,303750,"CA","MSP"
"2590",2011-04-30,303500,"CA","MSP"
"2591",2011-03-31,299250,"CA","MSP"
"2592",2011-02-28,296140.8,"CA","MSP"
"2593",2011-01-31,302275,"CA","MSP"
"2594",2010-12-31,313550,"CA","MSP"
"2595",2010-11-30,313250,"CA","MSP"
"2596",2010-10-31,315000,"CA","MSP"
"2597",2010-09-30,320750,"CA","MSP"
"2598",2010-08-31,321000.45,"CA","MSP"
"2599",2010-07-31,322251.05,"CA","MSP"
"2600",2010-06-30,319876.95,"CA","MSP"
"2601",2010-05-31,322376.05,"CA","MSP"
"2602",2010-04-30,313875.45,"CA","MSP"
"2603",2010-03-31,310876.5,"CA","MSP"
"2604",2010-02-28,305301.05,"CA","MSP"
"2605",2010-01-31,313951.5,"CA","MSP"
"2606",2009-12-31,328800,"CA","MSP"
"2607",2009-11-30,331900.45,"CA","MSP"
"2608",2009-10-31,335300.45,"CA","MSP"
"2609",2009-09-30,341350,"CA","MSP"
"2610",2009-08-31,345001.95,"CA","MSP"
"2611",2009-07-31,350001.05,"CA","MSP"
"2612",2009-06-30,347751.5,"CA","MSP"
"2613",2009-05-31,342500,"CA","MSP"
"2614",2009-04-30,335000.45,"CA","MSP"
"2615",2009-03-31,334101.5,"CA","MSP"
"2616",2009-02-28,336652.55,"CA","MSP"
"2617",2009-01-31,344951.5,"CA","MSP"
"2618",2008-12-31,363675,"CA","MSP"
"2619",2008-11-30,369875.45,"CA","MSP"
"2620",2008-10-31,380751.65,"CA","MSP"
"2621",2008-09-30,392927.9,"CA","MSP"
"2622",2008-08-31,414827.6,"CA","MSP"
"2623",2008-07-31,425501.4,"CA","MSP"
"2624",2008-06-30,428252,"CA","MSP"
"2625",2008-05-31,431750.6,"CA","MSP"
"2626",2008-04-30,433251.4,"CA","MSP"
"2627",2008-03-31,431002,"CA","MSP"
"2628",2008-02-29,432250,"CA","MSP"
"2629",2008-01-31,434750,"CA","MSP"
"2630",2007-12-31,446750,"CA","MSP"
"2631",2007-11-30,453250.6,"CA","MSP"
"2632",2007-10-31,457726.95,"CA","MSP"
"2633",2007-09-30,473794.95,"CA","MSP"
"2634",2007-08-31,494418.5,"CA","MSP"
"2635",2007-07-31,498400,"CA","MSP"
"2636",2007-06-30,496250.6,"CA","MSP"
"2637",2007-05-31,492352,"CA","MSP"
"2638",2007-04-30,487403.4,"CA","MSP"
"2639",2007-03-31,480802.6,"CA","MSP"
"2640",2007-02-28,472652,"CA","MSP"
"2641",2007-01-31,471304,"CA","MSP"
"2642",2006-12-31,473328.4,"CA","MSP"
"2643",2006-11-30,467677,"CA","MSP"
"2644",2006-10-31,466675,"CA","MSP"
"2645",2006-09-30,469825,"CA","MSP"
"2646",2006-08-31,475500,"CA","MSP"
"2647",2006-07-31,476000,"CA","MSP"
"2648",2006-06-30,474250,"CA","MSP"
"2649",2006-05-31,468250,"CA","MSP"
"2650",2006-04-30,465550,"CA","MSP"
"2651",2006-03-31,462450,"CA","MSP"
"2652",2006-02-28,454700,"CA","MSP"
"2653",2006-01-31,454300,"CA","MSP"
"2654",2005-12-31,458250,"CA","MSP"
"2655",2005-11-30,457500,"CA","MSP"
"2656",2005-10-31,455000,"CA","MSP"
"2657",2005-09-30,454250,"CA","MSP"
"2658",2005-08-31,452275,"CA","MSP"
"2659",2005-07-31,447225,"CA","MSP"
"2660",2005-06-30,440250.6,"CA","MSP"
"2661",2005-05-31,429251.4,"CA","MSP"
"2662",2005-04-30,420102,"CA","MSP"
"2663",2005-03-31,411250,"CA","MSP"
"2664",2005-02-28,401650,"CA","MSP"
"2665",2005-01-31,399050,"CA","MSP"
"2666",2004-12-31,397000,"CA","MSP"
"2667",2004-11-30,391850,"CA","MSP"
"2668",2004-10-31,385900,"CA","MSP"
"2669",2004-09-30,383775,"CA","MSP"
"2670",2004-08-31,381925,"CA","MSP"
"2671",2004-07-31,381175,"CA","MSP"
"2672",2004-06-30,378461.35,"CA","MSP"
"2673",2004-05-31,367818.15,"CA","MSP"
"2674",2004-04-30,355329.5,"CA","MSP"
"2675",2004-03-31,340125.45,"CA","MSP"
"2676",2004-02-29,329501.5,"CA","MSP"
"2677",2004-01-31,326752.55,"CA","MSP"
"2678",2003-12-31,326151.5,"CA","MSP"
"2679",2003-11-30,321100.45,"CA","MSP"
"2680",2003-10-31,318751.05,"CA","MSP"
"2681",2003-09-30,321151.5,"CA","MSP"
"2682",2003-08-31,319375,"CA","MSP"
"2683",2003-07-31,310975.45,"CA","MSP"
"2684",2003-06-30,303651.05,"CA","MSP"
"2685",2003-05-31,297101.5,"CA","MSP"
"2686",2003-04-30,291500,"CA","MSP"
"2687",2003-03-31,283500,"CA","MSP"
"2688",2003-02-28,276125,"CA","MSP"
"2689",2003-01-31,273375.3,"CA","MSP"
"2690",2002-12-31,275350.7,"CA","MSP"
"2691",2002-11-30,271776,"CA","MSP"
"2692",2002-10-31,268250,"CA","MSP"
"2693",2002-09-30,266975.3,"CA","MSP"
"2694",2002-08-31,265900.7,"CA","MSP"
"2695",2002-07-31,263751,"CA","MSP"
"2696",2002-06-30,261750,"CA","MSP"
"2697",2002-05-31,256818.25,"CA","MSP"
"2698",2002-04-30,251909.25,"CA","MSP"
"2699",2002-03-31,246227.5,"CA","MSP"
"2700",2002-02-28,240600,"CA","MSP"
"2701",2002-01-31,235650,"CA","MSP"
"2702",2001-12-31,233750,"CA","MSP"
"2703",2001-11-30,228250,"CA","MSP"
"2704",2001-10-31,227425,"CA","MSP"
"2705",2001-09-30,229525,"CA","MSP"
"2706",2001-08-31,228525,"CA","MSP"
"2707",2001-07-31,226275,"CA","MSP"
"2708",2001-06-30,223250,"CA","MSP"
"2709",2001-05-31,220000,"CA","MSP"
"2710",2001-04-30,219250,"CA","MSP"
"2711",2001-03-31,216300,"CA","MSP"
"2712",2001-02-28,211750,"CA","MSP"
"2713",2001-01-31,209950,"CA","MSP"
"2714",2000-12-31,212750,"CA","MSP"
"2715",2000-11-30,212275.3,"CA","MSP"
"2716",2000-10-31,209475.7,"CA","MSP"
"2717",2000-09-30,208051,"CA","MSP"
"2718",2000-08-31,206450,"CA","MSP"
"2719",2000-07-31,202750,"CA","MSP"
"2720",2000-06-30,202500,"CA","MSP"
"2721",2000-05-31,2e+05,"CA","MSP"
"2722",2000-04-30,198950,"CA","MSP"
"2723",2000-03-31,195750,"CA","MSP"
"2724",2000-02-29,190500,"CA","MSP"
"2725",2000-01-31,187925.15,"CA","MSP"
"2726",1999-12-31,187375.35,"CA","MSP"
"2727",1999-11-30,186250.5,"CA","MSP"
"2728",1999-10-31,185000,"CA","MSP"
"2729",1999-09-30,185000.15,"CA","MSP"
"2730",1999-08-31,185600.35,"CA","MSP"
"2731",1999-07-31,186325.5,"CA","MSP"
"2732",1999-06-30,186375,"CA","MSP"
"2733",1999-05-31,182950,"CA","MSP"
"2734",1999-04-30,179800,"CA","MSP"
"2735",1999-03-31,176000,"CA","MSP"
"2736",1999-02-28,172375,"CA","MSP"
"2737",1999-01-31,173025,"CA","MSP"
"2738",1998-12-31,173225,"CA","MSP"
"2739",1998-11-30,171625,"CA","MSP"
"2740",1998-10-31,171050,"CA","MSP"
"2741",1998-09-30,173600,"CA","MSP"
"2742",1998-08-31,176075,"CA","MSP"
"2743",1998-07-31,178025,"CA","MSP"
"2744",1998-06-30,177450,"CA","MSP"
"2745",1998-05-31,175325.15,"CA","MSP"
"2746",1998-04-30,172450.35,"CA","MSP"
"2747",1998-03-31,169575.5,"CA","MSP"
"2748",1998-02-28,168750,"CA","MSP"
"2749",1998-01-31,168700.15,"CA","MSP"
"2750",1997-12-31,167700.35,"CA","MSP"
"2751",1997-11-30,166150.5,"CA","MSP"
"2752",1997-10-31,165650,"CA","MSP"
"2753",1997-09-30,166200,"CA","MSP"
"2754",1997-08-31,166000,"CA","MSP"
"2755",1997-07-31,165000,"CA","MSP"
"2756",1997-06-30,164700,"CA","MSP"
"2757",1997-05-31,163550,"CA","MSP"
"2758",1997-04-30,160900,"CA","MSP"
"2759",1997-03-31,157925,"CA","MSP"
"2760",1997-02-28,155900,"CA","MSP"
"2761",1997-01-31,156225.15,"CA","MSP"
"2762",1996-12-31,157100.35,"CA","MSP"
"2763",1996-11-30,157650.5,"CA","MSP"
"2764",1996-10-31,157800,"CA","MSP"
"2765",1996-09-30,159000,"CA","MSP"
"2766",1996-08-31,160000,"CA","MSP"
"2767",1996-07-31,159775,"CA","MSP"
"2768",1996-06-30,159025,"CA","MSP"
"2769",1996-05-31,157525,"CA","MSP"
"2770",1996-04-30,155725,"CA","MSP"
"2771",2016-05-31,281.07692330847,"CA","MLPSF"
"2772",2016-04-30,277.78634448324,"CA","MLPSF"
"2773",2016-03-31,271.69419877543,"CA","MLPSF"
"2774",2016-02-29,264.30084745763,"CA","MLPSF"
"2775",2016-01-31,258.76940770558,"CA","MLPSF"
"2776",2015-12-31,257.7401032688,"CA","MLPSF"
"2777",2015-11-30,260.22494887526,"CA","MLPSF"
"2778",2015-10-31,262.14918759232,"CA","MLPSF"
"2779",2015-09-30,262.66787980608,"CA","MLPSF"
"2780",2015-02-28,243.75,"CA","MLPSF"
"2781",2015-01-31,237.15335968379,"CA","MLPSF"
"2782",2014-12-31,228.67773325701,"CA","MLPSF"
"2783",2014-11-30,242.14532871972,"CA","MLPSF"
"2784",2014-10-31,246.93227091633,"CA","MLPSF"
"2785",2014-09-30,248.78175220321,"CA","MLPSF"
"2786",2014-08-31,253.48955431755,"CA","MLPSF"
"2787",2014-07-31,255.13950073421,"CA","MLPSF"
"2788",2014-06-30,255.65159574468,"CA","MLPSF"
"2789",2014-05-31,254.58851391356,"CA","MLPSF"
"2790",2014-04-30,250,"CA","MLPSF"
"2791",2014-03-31,243.1693989071,"CA","MLPSF"
"2792",2014-02-28,235.52489905787,"CA","MLPSF"
"2793",2014-01-31,230.19480519481,"CA","MLPSF"
"2794",2013-12-31,235.21716378859,"CA","MLPSF"
"2795",2013-11-30,237.42026931254,"CA","MLPSF"
"2796",2013-10-31,246.17612977984,"CA","MLPSF"
"2797",2013-09-30,247.18569174119,"CA","MLPSF"
"2798",2013-08-31,246.41577060932,"CA","MLPSF"
"2799",2013-07-31,247.27452923687,"CA","MLPSF"
"2800",2013-06-30,242.92682926829,"CA","MLPSF"
"2801",2013-05-31,238.09523809524,"CA","MLPSF"
"2802",2013-04-30,226.30145175064,"CA","MLPSF"
"2803",2013-03-31,216.7310877968,"CA","MLPSF"
"2804",2013-02-28,209.40285204991,"CA","MLPSF"
"2805",2013-01-31,196.77134011499,"CA","MLPSF"
"2806",2012-12-31,193.39136041264,"CA","MLPSF"
"2807",2012-11-30,196.67832167832,"CA","MLPSF"
"2808",2012-10-31,196.1371961372,"CA","MLPSF"
"2809",2012-09-30,195.03311258278,"CA","MLPSF"
"2810",2012-08-31,195.28071602929,"CA","MLPSF"
"2811",2012-07-31,192.83746556474,"CA","MLPSF"
"2812",2012-06-30,189.76169461606,"CA","MLPSF"
"2813",2012-05-31,186.64047151277,"CA","MLPSF"
"2814",2012-04-30,182.76436303081,"CA","MLPSF"
"2815",2012-03-31,178.38196286472,"CA","MLPSF"
"2816",2012-02-29,176.05633802817,"CA","MLPSF"
"2817",2012-01-31,176.47058823529,"CA","MLPSF"
"2818",2011-12-31,177.22222222222,"CA","MLPSF"
"2819",2011-11-30,180.98765432099,"CA","MLPSF"
"2820",2011-10-31,185.06944444444,"CA","MLPSF"
"2821",2011-09-30,186.31436314363,"CA","MLPSF"
"2822",2011-08-31,188.19503849444,"CA","MLPSF"
"2823",2011-07-31,186.08312342569,"CA","MLPSF"
"2824",2011-06-30,188.32547169811,"CA","MLPSF"
"2825",2011-05-31,190.47619047619,"CA","MLPSF"
"2826",2011-04-30,187.41799437676,"CA","MLPSF"
"2827",2011-03-31,189.03528670447,"CA","MLPSF"
"2828",2011-02-28,191.57088122605,"CA","MLPSF"
"2829",2011-01-31,188.87646730017,"CA","MLPSF"
"2830",2010-12-31,190.56693663649,"CA","MLPSF"
"2831",2010-11-30,197.81461944235,"CA","MLPSF"
"2832",2010-10-31,200.43103448276,"CA","MLPSF"
"2833",2010-09-30,204.50917797286,"CA","MLPSF"
"2834",2010-08-31,208.69887076537,"CA","MLPSF"
"2835",2010-07-31,210.78232671261,"CA","MLPSF"
"2836",2010-06-30,214.34820647419,"CA","MLPSF"
"2837",2010-05-31,211.64021164021,"CA","MLPSF"
"2838",2010-04-30,208.83054892601,"CA","MLPSF"
"2839",2010-03-31,206.47583294228,"CA","MLPSF"
"2840",2010-02-28,209.45541591861,"CA","MLPSF"
"2841",2010-01-31,207.1021254536,"CA","MLPSF"
"2842",2009-12-31,208.33333333333,"CA","MLPSF"
"2843",2009-11-30,194.45337620579,"CA","MLPSF"
"2844",2009-10-31,199.94117647059,"CA","MLPSF"
"2845",2009-09-30,203.87931034483,"CA","MLPSF"
"2846",2009-08-31,198.22175732218,"CA","MLPSF"
"2847",2009-07-31,200.73770491803,"CA","MLPSF"
"2848",2009-06-30,204.70788428815,"CA","MLPSF"
"2849",2009-05-31,205.82352941177,"CA","MLPSF"
"2850",2009-04-30,198.83401920439,"CA","MLPSF"
"2851",2009-03-31,194.83050847458,"CA","MLPSF"
"2852",2009-02-28,193.15619967794,"CA","MLPSF"
"2853",2009-01-31,194.79463196421,"CA","MLPSF"
"2854",2008-12-31,199.75786924939,"CA","MLPSF"
"2855",2008-11-30,203.35932813437,"CA","MLPSF"
"2856",2008-10-31,216.51162790698,"CA","MLPSF"
"2857",2016-05-31,276.8825,"CA","MSPSF"
"2858",2016-04-30,276.1978,"CA","MSPSF"
"2859",2016-03-31,265.2989,"CA","MSPSF"
"2860",2016-02-29,263.1094,"CA","MSPSF"
"2861",2016-01-31,269.3245,"CA","MSPSF"
"2862",2015-12-31,272.456,"CA","MSPSF"
"2863",2015-11-30,272.7031,"CA","MSPSF"
"2864",2015-10-31,270.9018,"CA","MSPSF"
"2865",2015-09-30,271.3699,"CA","MSPSF"
"2866",2015-08-31,270.3481,"CA","MSPSF"
"2867",2015-07-31,269.4594,"CA","MSPSF"
"2868",2015-06-30,267.9418,"CA","MSPSF"
"2869",2015-05-31,261.209,"CA","MSPSF"
"2870",2015-04-30,261.2614,"CA","MSPSF"
"2871",2015-03-31,259.7304,"CA","MSPSF"
"2872",2015-02-28,247.0124,"CA","MSPSF"
"2873",2015-01-31,251.8166,"CA","MSPSF"
"2874",2014-12-31,257.4406,"CA","MSPSF"
"2875",2014-11-30,261.0863,"CA","MSPSF"
"2876",2014-10-31,259.8757,"CA","MSPSF"
"2877",2014-09-30,260.4289,"CA","MSPSF"
"2878",2014-08-31,263.1559,"CA","MSPSF"
"2879",2014-07-31,262.224,"CA","MSPSF"
"2880",2014-06-30,260.3852,"CA","MSPSF"
"2881",2014-05-31,256.9782,"CA","MSPSF"
"2882",2014-04-30,250.3006,"CA","MSPSF"
"2883",2014-03-31,241.9394,"CA","MSPSF"
"2884",2014-02-28,234.8584,"CA","MSPSF"
"2885",2014-01-31,237.3247,"CA","MSPSF"
"2886",2013-12-31,242.986,"CA","MSPSF"
"2887",2013-11-30,245.006,"CA","MSPSF"
"2888",2013-10-31,243.6038,"CA","MSPSF"
"2889",2013-09-30,244.54,"CA","MSPSF"
"2890",2013-08-31,244.1794,"CA","MSPSF"
"2891",2013-07-31,241.9885,"CA","MSPSF"
"2892",2013-06-30,237.6366,"CA","MSPSF"
"2893",2013-05-31,230.4157,"CA","MSPSF"
"2894",2013-04-30,219.9537,"CA","MSPSF"
"2895",2013-03-31,206.8802,"CA","MSPSF"
"2896",2013-02-28,195.7994,"CA","MSPSF"
"2897",2013-01-31,198.0592,"CA","MSPSF"
"2898",2012-12-31,201.7797,"CA","MSPSF"
"2899",2012-11-30,197.7049,"CA","MSPSF"
"2900",2012-10-31,193.8386,"CA","MSPSF"
"2901",2012-09-30,193.7345,"CA","MSPSF"
"2902",2012-08-31,195.8252,"CA","MSPSF"
"2903",2012-07-31,196.5065,"CA","MSPSF"
"2904",2012-06-30,196.5591,"CA","MSPSF"
"2905",2012-05-31,195.2524,"CA","MSPSF"
"2906",2012-04-30,189.3529,"CA","MSPSF"
"2907",2012-03-31,180.889,"CA","MSPSF"
"2908",2012-02-29,175.4212,"CA","MSPSF"
"2909",2012-01-31,177.0474,"CA","MSPSF"
"2910",2011-12-31,175.3446,"CA","MSPSF"
"2911",2011-11-30,179.8574,"CA","MSPSF"
"2912",2011-10-31,182.7963,"CA","MSPSF"
"2913",2011-09-30,187.7139,"CA","MSPSF"
"2914",2011-08-31,192.1058,"CA","MSPSF"
"2915",2011-07-31,196.0863,"CA","MSPSF"
"2916",2011-06-30,196.8542,"CA","MSPSF"
"2917",2011-05-31,194.7564,"CA","MSPSF"
"2918",2011-04-30,193.252,"CA","MSPSF"
"2919",2011-03-31,190.4477,"CA","MSPSF"
"2920",2011-02-28,188.0919,"CA","MSPSF"
"2921",2011-01-31,192.1519,"CA","MSPSF"
"2922",2010-12-31,199.0279,"CA","MSPSF"
"2923",2010-11-30,200.9666,"CA","MSPSF"
"2924",2010-10-31,203.6507,"CA","MSPSF"
"2925",2010-09-30,206.2071,"CA","MSPSF"
"2926",2010-08-31,207.6704,"CA","MSPSF"
"2927",2010-07-31,210.9587,"CA","MSPSF"
"2928",2010-06-30,209.9099,"CA","MSPSF"
"2929",2010-05-31,211.8762,"CA","MSPSF"
"2930",2010-04-30,205.6704,"CA","MSPSF"
"2931",2010-03-31,203.4778,"CA","MSPSF"
"2932",2010-02-28,200.2772,"CA","MSPSF"
"2933",2010-01-31,204.2898,"CA","MSPSF"
"2934",2009-12-31,212.6393,"CA","MSPSF"
"2935",2009-11-30,215.6023,"CA","MSPSF"
"2936",2009-10-31,218.4983,"CA","MSPSF"
"2937",2009-09-30,222.0686,"CA","MSPSF"
"2938",2009-08-31,221.7404,"CA","MSPSF"
"2939",2009-07-31,222.7568,"CA","MSPSF"
"2940",2009-06-30,219.6548,"CA","MSPSF"
"2941",2009-05-31,213.3197,"CA","MSPSF"
"2942",2009-04-30,208.4006,"CA","MSPSF"
"2943",2009-03-31,208.5778,"CA","MSPSF"
"2944",2009-02-28,210.6325,"CA","MSPSF"
"2945",2009-01-31,215.6035,"CA","MSPSF"
"2946",2008-12-31,227.1587,"CA","MSPSF"
"2947",2008-11-30,234.4041,"CA","MSPSF"
"2948",2008-10-31,242.7434,"CA","MSPSF"
"2949",2008-09-30,250.9411,"CA","MSPSF"
"2950",2008-08-31,263.9404,"CA","MSPSF"
"2951",2008-07-31,269.2461,"CA","MSPSF"
"2952",2008-06-30,271.1156,"CA","MSPSF"
"2953",2008-05-31,273.2585,"CA","MSPSF"
"2954",2008-04-30,272.5068,"CA","MSPSF"
"2955",2008-03-31,272.357,"CA","MSPSF"
"2956",2008-02-29,273.841,"CA","MSPSF"
"2957",2008-01-31,277.1704,"CA","MSPSF"
"2958",2007-12-31,284.7494,"CA","MSPSF"
"2959",2007-11-30,295.0564,"CA","MSPSF"
"2960",2007-10-31,299.4224,"CA","MSPSF"
"2961",2007-09-30,308.9833,"CA","MSPSF"
"2962",2007-08-31,321.3606,"CA","MSPSF"
"2963",2007-07-31,324.0247,"CA","MSPSF"
"2964",2007-06-30,323.4016,"CA","MSPSF"
"2965",2007-05-31,323.5225,"CA","MSPSF"
"2966",2007-04-30,320.9852,"CA","MSPSF"
"2967",2007-03-31,313.0043,"CA","MSPSF"
"2968",2007-02-28,306.6965,"CA","MSPSF"
"2969",2007-01-31,304.3981,"CA","MSPSF"
"2970",2006-12-31,306.1943,"CA","MSPSF"
"2971",2006-11-30,308.3726,"CA","MSPSF"
"2972",2006-10-31,309.8499,"CA","MSPSF"
"2973",2006-09-30,311.7566,"CA","MSPSF"
"2974",2006-08-31,315.0726,"CA","MSPSF"
"2975",2006-07-31,315.3335,"CA","MSPSF"
"2976",2006-06-30,315.989,"CA","MSPSF"
"2977",2006-05-31,313.8416,"CA","MSPSF"
"2978",2006-04-30,308.9574,"CA","MSPSF"
"2979",2006-03-31,302.7679,"CA","MSPSF"
"2980",2006-02-28,297.3925,"CA","MSPSF"
"2981",2006-01-31,297.2045,"CA","MSPSF"
"2982",2005-12-31,299.0092,"CA","MSPSF"
"2983",2005-11-30,301.0459,"CA","MSPSF"
"2984",2005-10-31,299.2325,"CA","MSPSF"
"2985",2005-09-30,297.9239,"CA","MSPSF"
"2986",2005-08-31,296.0954,"CA","MSPSF"
"2987",2005-07-31,292.5536,"CA","MSPSF"
"2988",2005-06-30,288.2417,"CA","MSPSF"
"2989",2005-05-31,280.9306,"CA","MSPSF"
"2990",2005-04-30,274.7491,"CA","MSPSF"
"2991",2005-03-31,267.4636,"CA","MSPSF"
"2992",2005-02-28,261.3913,"CA","MSPSF"
"2993",2005-01-31,259.4274,"CA","MSPSF"
"2994",2004-12-31,257.9675,"CA","MSPSF"
"2995",2004-11-30,256.4197,"CA","MSPSF"
"2996",2004-10-31,253.5921,"CA","MSPSF"
"2997",2004-09-30,252.187,"CA","MSPSF"
"2998",2004-08-31,250.1248,"CA","MSPSF"
"2999",2004-07-31,248.0142,"CA","MSPSF"
"3000",2004-06-30,243.2602,"CA","MSPSF"
"3001",2004-05-31,235.6036,"CA","MSPSF"
"3002",2004-04-30,227.1584,"CA","MSPSF"
"3003",2004-03-31,217.9297,"CA","MSPSF"
"3004",2004-02-29,212.0693,"CA","MSPSF"
"3005",2004-01-31,210.6907,"CA","MSPSF"
"3006",2003-12-31,209.8967,"CA","MSPSF"
"3007",2003-11-30,207.9437,"CA","MSPSF"
"3008",2003-10-31,206.4201,"CA","MSPSF"
"3009",2003-09-30,206.3793,"CA","MSPSF"
"3010",2003-08-31,204.6991,"CA","MSPSF"
"3011",2003-07-31,199.5731,"CA","MSPSF"
"3012",2003-06-30,195.0715,"CA","MSPSF"
"3013",2003-05-31,192.2235,"CA","MSPSF"
"3014",2003-04-30,187.4649,"CA","MSPSF"
"3015",2003-03-31,181.5033,"CA","MSPSF"
"3016",2003-02-28,177.4965,"CA","MSPSF"
"3017",2003-01-31,176.8562,"CA","MSPSF"
"3018",2002-12-31,176.7378,"CA","MSPSF"
"3019",2002-11-30,175.7742,"CA","MSPSF"
"3020",2002-10-31,173.9559,"CA","MSPSF"
"3021",2002-09-30,173.2526,"CA","MSPSF"
"3022",2002-08-31,171.9744,"CA","MSPSF"
"3023",2002-07-31,170.0581,"CA","MSPSF"
"3024",2002-06-30,168.5479,"CA","MSPSF"
"3025",2002-05-31,166.3403,"CA","MSPSF"
"3026",2002-04-30,163.4361,"CA","MSPSF"
"3027",2002-03-31,158.7168,"CA","MSPSF"
"3028",2002-02-28,154.4626,"CA","MSPSF"
"3029",2002-01-31,151.4194,"CA","MSPSF"
"3030",2001-12-31,149.6608,"CA","MSPSF"
"3031",2001-11-30,147.6251,"CA","MSPSF"
"3032",2001-10-31,148.0804,"CA","MSPSF"
"3033",2001-09-30,149.6983,"CA","MSPSF"
"3034",2001-08-31,149.6889,"CA","MSPSF"
"3035",2001-07-31,148.093,"CA","MSPSF"
"3036",2001-06-30,145.9007,"CA","MSPSF"
"3037",2001-05-31,143.9812,"CA","MSPSF"
"3038",2001-04-30,142.8544,"CA","MSPSF"
"3039",2001-03-31,141.1228,"CA","MSPSF"
"3040",2001-02-28,138.4468,"CA","MSPSF"
"3041",2001-01-31,138.0928,"CA","MSPSF"
"3042",2000-12-31,139.012,"CA","MSPSF"
"3043",2000-11-30,139.9617,"CA","MSPSF"
"3044",2000-10-31,139.4112,"CA","MSPSF"
"3045",2000-09-30,138.8275,"CA","MSPSF"
"3046",2000-08-31,137.9693,"CA","MSPSF"
"3047",2000-07-31,135.7265,"CA","MSPSF"
"3048",2000-06-30,134.7498,"CA","MSPSF"
"3049",2000-05-31,133.2806,"CA","MSPSF"
"3050",2000-04-30,131.7688,"CA","MSPSF"
"3051",2000-03-31,129.5711,"CA","MSPSF"
"3052",2000-02-29,127.271,"CA","MSPSF"
"3053",2000-01-31,126.0392,"CA","MSPSF"
"3054",1999-12-31,125.815,"CA","MSPSF"
"3055",1999-11-30,126.1721,"CA","MSPSF"
"3056",1999-10-31,125.2451,"CA","MSPSF"
"3057",1999-09-30,125.1071,"CA","MSPSF"
"3058",1999-08-31,125.355,"CA","MSPSF"
"3059",1999-07-31,125.3816,"CA","MSPSF"
"3060",1999-06-30,124.4295,"CA","MSPSF"
"3061",1999-05-31,122.5665,"CA","MSPSF"
"3062",1999-04-30,120.4797,"CA","MSPSF"
"3063",1999-03-31,117.8533,"CA","MSPSF"
"3064",1999-02-28,115.8184,"CA","MSPSF"
"3065",1999-01-31,116.053,"CA","MSPSF"
"3066",1998-12-31,115.8787,"CA","MSPSF"
"3067",1998-11-30,115.6567,"CA","MSPSF"
"3068",1998-10-31,115.5435,"CA","MSPSF"
"3069",1998-09-30,116.3857,"CA","MSPSF"
"3070",1998-08-31,116.7977,"CA","MSPSF"
"3071",1998-07-31,117.5304,"CA","MSPSF"
"3072",1998-06-30,116.4149,"CA","MSPSF"
"3073",1998-05-31,115.4731,"CA","MSPSF"
"3074",1998-04-30,113.3821,"CA","MSPSF"
"3075",1998-03-31,111.6509,"CA","MSPSF"
"3076",1998-02-28,110.8325,"CA","MSPSF"
"3077",1998-01-31,110.7587,"CA","MSPSF"
"3078",1997-12-31,110.3548,"CA","MSPSF"
"3079",1997-11-30,110.1085,"CA","MSPSF"
"3080",1997-10-31,109.8744,"CA","MSPSF"
"3081",1997-09-30,109.2545,"CA","MSPSF"
"3082",1997-08-31,109.2038,"CA","MSPSF"
"3083",1997-07-31,108.632,"CA","MSPSF"
"3084",1997-06-30,107.9681,"CA","MSPSF"
"3085",1997-05-31,107.5488,"CA","MSPSF"
"3086",1997-04-30,105.6687,"CA","MSPSF"
"3087",1997-03-31,103.1777,"CA","MSPSF"
"3088",1997-02-28,102.3113,"CA","MSPSF"
"3089",1997-01-31,103.5526,"CA","MSPSF"
"3090",1996-12-31,104.6306,"CA","MSPSF"
"3091",1996-11-30,105.0057,"CA","MSPSF"
"3092",1996-10-31,105.0405,"CA","MSPSF"
"3093",1996-09-30,104.9129,"CA","MSPSF"
"3094",1996-08-31,105,"CA","MSPSF"
"3095",1996-07-31,104.946,"CA","MSPSF"
"3096",1996-06-30,104.8698,"CA","MSPSF"
"3097",1996-05-31,103.9242,"CA","MSPSF"
"3098",1996-04-30,102.5521,"CA","MSPSF"
"3099",2016-05-31,12.246203927188,"CA","LPC"
"3100",2016-04-30,11.731905220801,"CA","LPC"
"3101",2016-03-31,11.983670671092,"CA","LPC"
"3102",2016-02-29,11.896663569262,"CA","LPC"
"3103",2016-01-31,11.433046202036,"CA","LPC"
"3104",2015-12-31,8.8067117780719,"CA","LPC"
"3105",2015-11-30,11.261298552732,"CA","LPC"
"3106",2015-10-31,14.274449586022,"CA","LPC"
"3107",2015-09-30,14.369873078142,"CA","LPC"
"3108",2015-02-28,10.533218949576,"CA","LPC"
